Department of Audits and Accounts,,,,
Obligations,,,,
,Organization,Vendor Name,Obligation Amount,Fiscal Year
,GEORGIA STATE UNIVERSITY,HARTERCO-001,91530.25,2010
,GEORGIA STATE UNIVERSITY,"HARWOOD,RO-001",247.00,2010
,GEORGIA STATE UNIVERSITY,HASKRISCO-001,11280.52,2010
,GEORGIA STATE UNIVERSITY,HAUSHANEVO-001,6250.00,2010
,GEORGIA STATE UNIVERSITY,HAWKINSRIC-002,5000.00,2010
,GEORGIA STATE UNIVERSITY,HAWKLABEL-001,2519.00,2010
,GEORGIA STATE UNIVERSITY,HAZZARDANN-001,6000.00,2010
,GEORGIA STATE UNIVERSITY,HDSUPPLYFA-001,5226.52,2010
,GEORGIA STATE UNIVERSITY,"HE,XIAOCHU-001",890.00,2010
,GEORGIA STATE UNIVERSITY,"HEATON,CHR-001",1000.00,2010
,GEORGIA STATE UNIVERSITY,"HEFLIN,LIS-001",0.01,2010
,GEORGIA STATE UNIVERSITY,"HENRICH,CH-001",1450.00,2010
,GEORGIA STATE UNIVERSITY,HERTZEQUIP-001,12620.00,2010
,GEORGIA STATE UNIVERSITY,HEWLETTPAC-003,336.00,2010
,GEORGIA STATE UNIVERSITY,HEWLETTPAC-004,65272.12,2010
,GEORGIA STATE UNIVERSITY,HIBERNIAEN-003,19350.00,2010
,GEORGIA STATE UNIVERSITY,"HICKS,LAUR-001",1633.01,2010
,GEORGIA STATE UNIVERSITY,"HIGHTOWER,-001",347.70,2010
,GEORGIA STATE UNIVERSITY,HIGINBOTHA-001,320.00,2010
,GEORGIA STATE UNIVERSITY,HILLROM-001,24826.80,2010
,GEORGIA STATE UNIVERSITY,"HINKLE,JOS-001",1250.01,2010
,GEORGIA STATE UNIVERSITY,"HIRSCH,BAR-001",2947.80,2010
,GEORGIA STATE UNIVERSITY,"HIRSH,JAME-001",64.69,2010
,GEORGIA STATE UNIVERSITY,HOBSONS-001,20000.00,2010
,GEORGIA STATE UNIVERSITY,HOLIDAYINN-055,290.49,2010
,GEORGIA STATE UNIVERSITY,"HOLLOWAY,T-003",606.01,2010
,GEORGIA STATE UNIVERSITY,HONCOMPANY-003,23247.84,2010
,GEORGIA STATE UNIVERSITY,HOSPITALFO-003,85755.40,2010
,GEORGIA STATE UNIVERSITY,HOUGHTONMI-001,1454.20,2010
,GEORGIA STATE UNIVERSITY,"HOWARD,QUI-001",700.02,2010
,GEORGIA STATE UNIVERSITY,"HUANG,LIXI-001",1355.00,2010
,GEORGIA STATE UNIVERSITY,"HUANG,ZHEN-001",2377.73,2010
,GEORGIA STATE UNIVERSITY,"HUDEPOHL,M-001",800.00,2010
,GEORGIA STATE UNIVERSITY,HUGHESMICH-001,19335.00,2010
,GEORGIA STATE UNIVERSITY,HUIEDESIGN-001,26155.27,2010
,GEORGIA STATE UNIVERSITY,HUMANRESOU-002,249.95,2010
,GEORGIA STATE UNIVERSITY,HUMANSCALE-001,2221.43,2010
,GEORGIA STATE UNIVERSITY,HUMPHRIESA-001,909609.94,2010
,GEORGIA STATE UNIVERSITY,IBMCORPORA-001,4308151.53,2010
,GEORGIA STATE UNIVERSITY,ICONELECTR-001,101126.00,2010
,GEORGIA STATE UNIVERSITY,ICSINCORPO-001,2075.00,2010
,GEORGIA STATE UNIVERSITY,IDEXXDISTR-001,5365.00,2010
,GEORGIA STATE UNIVERSITY,IDISISINC-001,121667.72,2010
,GEORGIA STATE UNIVERSITY,IKONOFFICE-002,28937.59,2010
,GEORGIA STATE UNIVERSITY,IMACORPORA-001,12214.94,2010
,GEORGIA STATE UNIVERSITY,IMAGINEHOP-001,115954.36,2010
,GEORGIA STATE UNIVERSITY,IMEB-001,6700.00,2010
,GEORGIA STATE UNIVERSITY,"IMHOFF,RYA-001",477.10,2010
,GEORGIA STATE UNIVERSITY,IMLCORPLLC-001,29545.00,2010
,GEORGIA STATE UNIVERSITY,INCOM-001,190273.59,2010
,GEORGIA STATE UNIVERSITY,INDIANAFUR-001,8972.46,2010
,GEORGIA STATE UNIVERSITY,INFOTECHSU-001,24995.00,2010
,GEORGIA STATE UNIVERSITY,INGMARMEDI-001,72.26,2010
,GEORGIA STATE UNIVERSITY,INSTITUTEO-015,10100.00,2010
,GEORGIA STATE UNIVERSITY,INTERIORFI-001,19398.00,2010
,GEORGIA STATE UNIVERSITY,INVIEWFURN-001,1000.00,2010
,GEORGIA STATE UNIVERSITY,IQEINC-001,18200.00,2010
,GEORGIA STATE UNIVERSITY,"ISLAM,BIAN-001",378.20,2010
,GEORGIA STATE UNIVERSITY,ISOKINETIC-001,1995.00,2010
,GEORGIA STATE UNIVERSITY,ITROFGEORG-001,27585.00,2010
,GEORGIA STATE UNIVERSITY,IVANALLEN-002,4540.00,2010
,GEORGIA STATE UNIVERSITY,J&ACONSTRU-001,11100.00,2010
,GEORGIA STATE UNIVERSITY,J&AENGINEE-001,9800.00,2010
,GEORGIA STATE UNIVERSITY,"JACKSON,MA-001",5500.00,2010
,GEORGIA STATE UNIVERSITY,"JACKSON,MA-002",1159.50,2010
,GEORGIA STATE UNIVERSITY,"JACKSON,TA-001",450.02,2010
,GEORGIA STATE UNIVERSITY,JACKSONSPA-001,4641.58,2010
,GEORGIA STATE UNIVERSITY,"JANIS,LES-001",350.01,2010
,GEORGIA STATE UNIVERSITY,"JARRETT,OL-001",1064.60,2010
,GEORGIA STATE UNIVERSITY,JASPERSEAT-001,74412.08,2010
,GEORGIA STATE UNIVERSITY,JASPERSEAT-002,175123.03,2010
,GEORGIA STATE UNIVERSITY,JESTERGEOR-001,50.00,2010
,GEORGIA STATE UNIVERSITY,JHCCORPORA-001,990420.51,2010
,GEORGIA STATE UNIVERSITY,"JIN,HONGSU-001",200.00,2010
,GEORGIA STATE UNIVERSITY,JKLOCKWOOD-001,998000.00,2010
,GEORGIA STATE UNIVERSITY,JOEPOWELLA-001,15580.00,2010
,GEORGIA STATE UNIVERSITY,JOFCO-001,1279.02,2010
,GEORGIA STATE UNIVERSITY,JOHNAVANDE-001,31430.00,2010
,GEORGIA STATE UNIVERSITY,JOHNFPENNE-002,30143.00,2010
,GEORGIA STATE UNIVERSITY,"JOHNSON, S-001",84564.00,2010
,GEORGIA STATE UNIVERSITY,"JOHNSON,MI-013",4431.75,2010
,GEORGIA STATE UNIVERSITY,JOHNSONCON-001,12332.25,2010
,GEORGIA STATE UNIVERSITY,"JOLIVETTE,-001",642.82,2010
,GEORGIA STATE UNIVERSITY,"JONES,ADRI-001",3280.65,2010
,GEORGIA STATE UNIVERSITY,"JONES,ANDR-001",600.01,2010
,GEORGIA STATE UNIVERSITY,"JONES,ANGE-001",10.00,2010
,GEORGIA STATE UNIVERSITY,"JONES,COUR-002",516.75,2010
,GEORGIA STATE UNIVERSITY,"JONES,YANN-001",2831.46,2010
,GEORGIA STATE UNIVERSITY,JONESLANGL-001,47000.00,2010
,GEORGIA STATE UNIVERSITY,"JOSELOW,ET-001",5000.00,2010
,GEORGIA STATE UNIVERSITY,"JOSEPH,SHE-001",600.00,2010
,GEORGIA STATE UNIVERSITY,"JOSEPHS,NI-002",72.00,2010
,GEORGIA STATE UNIVERSITY,"KALE,JAYAN-001",2350.00,2010
,GEORGIA STATE UNIVERSITY,KAMINSHINE-001,1463.00,2010
,GEORGIA STATE UNIVERSITY,"KAMPHAUS,R-001",2496.32,2010
,GEORGIA STATE UNIVERSITY,"KANAN,TRIS-001",1000.00,2010
,GEORGIA STATE UNIVERSITY,"KANG,DAVID-002",772.50,2010
,GEORGIA STATE UNIVERSITY,KEILHAUER-001,1029.24,2010
,GEORGIA STATE UNIVERSITY,"KELLEY,SUS-001",1262.43,2010
,GEORGIA STATE UNIVERSITY,KEMICONSTR-001,29200.00,2010
,GEORGIA STATE UNIVERSITY,"KEMP,CANDA-001",35.01,2010
,GEORGIA STATE UNIVERSITY,"KENNEDY,GD-001",480.00,2010
,GEORGIA STATE UNIVERSITY,KENNESAWST-001,5000.00,2010
,GEORGIA STATE UNIVERSITY,KEVINSCHUL-001,2334.98,2010
,GEORGIA STATE UNIVERSITY,"KIM,JUNGHA-001",250.00,2010
,GEORGIA STATE UNIVERSITY,"KING,TRICI-001",631.00,2010
,GEORGIA STATE UNIVERSITY,"KLAUSNER,D-001",5567.20,2010
,GEORGIA STATE UNIVERSITY,"KLC,JAROSL-001",703.00,2010
,GEORGIA STATE UNIVERSITY,KNOXASSOCI-001,14805.00,2010
,GEORGIA STATE UNIVERSITY,KOWALCZYK-001,1500.00,2010
,GEORGIA STATE UNIVERSITY,KRAFTPOWER-001,65.00,2010
,GEORGIA STATE UNIVERSITY,KRUEGERINT-001,381947.09,2010
,GEORGIA STATE UNIVERSITY,KRUGFURNIT-001,40086.14,2010
,GEORGIA STATE UNIVERSITY,KRWITWER-001,74700.00,2010
,GEORGIA STATE UNIVERSITY,LABAIDS-001,58.96,2010
,GEORGIA STATE UNIVERSITY,LAERDALMED-001,83245.00,2010
,GEORGIA STATE UNIVERSITY,"LAMMI,REBE-001",10.00,2010
,GEORGIA STATE UNIVERSITY,LANCOPE-001,38068.75,2010
,GEORGIA STATE UNIVERSITY,"LANDERS,GL-001",1751.10,2010
,GEORGIA STATE UNIVERSITY,"LARSSON,LM-001",1940.00,2010
,GEORGIA STATE UNIVERSITY,LASERINNOV-001,3850.00,2010
,GEORGIA STATE UNIVERSITY,LASHLEYTRA-002,15656.00,2010
,GEORGIA STATE UNIVERSITY,"LAUB,RICHA-001",250.00,2010
,GEORGIA STATE UNIVERSITY,"LAURY,SUSA-001",562.00,2010
,GEORGIA STATE UNIVERSITY,LAV1MECHAN-001,48032.00,2010
,GEORGIA STATE UNIVERSITY,"LEAK,TRAYC-001",555.21,2010
,GEORGIA STATE UNIVERSITY,"LECHER,JUL-001",1350.70,2010
,GEORGIA STATE UNIVERSITY,"LEE,GRACEJ-001",30.00,2010
,GEORGIA STATE UNIVERSITY,"LEECH,JAME-001",214.00,2010
,GEORGIA STATE UNIVERSITY,LEEHECHTHA-001,17200.00,2010
,GEORGIA STATE UNIVERSITY,LEGACYMECH-001,10565.00,2010
,GEORGIA STATE UNIVERSITY,LENOVOINC-001,42538.35,2010
,GEORGIA STATE UNIVERSITY,LEOADALYCO-001,141576.00,2010
,GEORGIA STATE UNIVERSITY,"LEONARD,JA-001",274.30,2010
,GEORGIA STATE UNIVERSITY,LESLEYUNIV-001,5300.00,2010
,GEORGIA STATE UNIVERSITY,LEVEL5PART-001,22000.00,2010
,GEORGIA STATE UNIVERSITY,LEWISCAROL-002,11844.39,2010
,GEORGIA STATE UNIVERSITY,LEWISCHRIS-006,19518.92,2010
,GEORGIA STATE UNIVERSITY,LIFECYCLEM-001,39983.00,2010
,GEORGIA STATE UNIVERSITY,"LINDO,ENDI-001",500.00,2010
,GEORGIA STATE UNIVERSITY,LINGUISYST-001,109.95,2010
,GEORGIA STATE UNIVERSITY,"LINKHORN,B-001",2940.53,2010
,GEORGIA STATE UNIVERSITY,LITERACYMA-001,2107.74,2010
,GEORGIA STATE UNIVERSITY,"LIU,AIMIN-001",203.79,2010
,GEORGIA STATE UNIVERSITY,"LIU,JIAWEI-001",600.00,2010
,GEORGIA STATE UNIVERSITY,"LIU,LEIGHA-001",1500.00,2010
,GEORGIA STATE UNIVERSITY,"LIU,YANG-004",256.10,2010
,GEORGIA STATE UNIVERSITY,LIVETEXTIN-002,2225.00,2010
,GEORGIA STATE UNIVERSITY,LMIELECTRI-001,227833.00,2010
,GEORGIA STATE UNIVERSITY,"LOCH,KAREN-001",4000.00,2010
,GEORGIA STATE UNIVERSITY,LOEWENSTEI-001,12983.66,2010
,GEORGIA STATE UNIVERSITY,LOGIFLEX-001,836.40,2010
,GEORGIA STATE UNIVERSITY,"LONG,CASEY-001",32.25,2010
,GEORGIA STATE UNIVERSITY,LONGENGI-001,10860.00,2010
,GEORGIA STATE UNIVERSITY,LOSANGELES-003,137798.81,2010
,GEORGIA STATE UNIVERSITY,"LUE,HUIWEN-004",1000.00,2010
,GEORGIA STATE UNIVERSITY,"LUKE,JESSI-001",0.01,2010
,GEORGIA STATE UNIVERSITY,"LUTZKER,JO-001",7580.13,2010
,GEORGIA STATE UNIVERSITY,"LYN,RODNEY-001",262.00,2010
,GEORGIA STATE UNIVERSITY,"LYONS,PETE-001",250.00,2010
,GEORGIA STATE UNIVERSITY,MACHINAMAR-001,0.01,2010
,GEORGIA STATE UNIVERSITY,MACONDOORA-001,48372.35,2010
,GEORGIA STATE UNIVERSITY,"MADDEN,MIR-001",513.00,2010
,GEORGIA STATE UNIVERSITY,MAN&MACHIN-001,1496.62,2010
,GEORGIA STATE UNIVERSITY,MANGOLDINT-002,7580.00,2010
,GEORGIA STATE UNIVERSITY,"MANION,TER-001",843.00,2010
,GEORGIA STATE UNIVERSITY,"MANLEY,OLL-001",322.26,2010
,GEORGIA STATE UNIVERSITY,"MANZAGOL,N-001",1454.80,2010
,GEORGIA STATE UNIVERSITY,MARCUSAUT-001,1250.01,2010
,GEORGIA STATE UNIVERSITY,MARKWSAND-001,10000.00,2010
,GEORGIA STATE UNIVERSITY,MARRIOTTHO-001,21174.00,2010
,GEORGIA STATE UNIVERSITY,"MARTIN,LIN-004",400.00,2010
,GEORGIA STATE UNIVERSITY,"MARTON,JAM-001",1268.75,2010
,GEORGIA STATE UNIVERSITY,"MASUDA,AKI-001",3010.00,2010
,GEORGIA STATE UNIVERSITY,"MATSON,RAC-001",2425.00,2010
,GEORGIA STATE UNIVERSITY,MAYLINECOM-001,12985.57,2010
,GEORGIA STATE UNIVERSITY,MAYOAPRIL-001,12722.44,2010
,GEORGIA STATE UNIVERSITY,"MCALISTER,-001",1905.00,2010
,GEORGIA STATE UNIVERSITY,"MCCRAY,CAR-001",500.00,2010
,GEORGIA STATE UNIVERSITY,"MCDONALD,C-002",23.50,2010
,GEORGIA STATE UNIVERSITY,"MCFARLAND,-005",1678.80,2010
,GEORGIA STATE UNIVERSITY,"MCFRY,ERIN-001",63.58,2010
,GEORGIA STATE UNIVERSITY,"MCGILL,TIA-001",4708.27,2010
,GEORGIA STATE UNIVERSITY,"MCHANEY,PE-001",500.00,2010
,GEORGIA STATE UNIVERSITY,MCINTYREAR-001,537.50,2010
,GEORGIA STATE UNIVERSITY,MCKENZIEDA-002,12790.38,2010
,GEORGIA STATE UNIVERSITY,MCKESSONM-001,95934.36,2010
,GEORGIA STATE UNIVERSITY,MCLAUGHLIN-023,724.00,2010
,GEORGIA STATE UNIVERSITY,MCLAYMICHA-001,8000.00,2010
,GEORGIA STATE UNIVERSITY,"MCMANUS,SU-001",800.00,2010
,GEORGIA STATE UNIVERSITY,MCMASTER-004,4476.84,2010
,GEORGIA STATE UNIVERSITY,MCPHERSONI-001,216626.00,2010
,GEORGIA STATE UNIVERSITY,"MEADOWS,AM-001",15.00,2010
,GEORGIA STATE UNIVERSITY,MEDICALCOL-004,7000.00,2010
,GEORGIA STATE UNIVERSITY,"MELFI,ANNE-001",200.00,2010
,GEORGIA STATE UNIVERSITY,MENEFEEWIN-001,93074.11,2010
,GEORGIA STATE UNIVERSITY,MERIK INCO-001,20000.00,2010
,GEORGIA STATE UNIVERSITY,MESTRELAB-001,536.25,2010
,GEORGIA STATE UNIVERSITY,METROWATER-001,1648441.91,2010
,GEORGIA STATE UNIVERSITY,"MICHAEL,DE-001",670.00,2010
,GEORGIA STATE UNIVERSITY,MICROFLUID-001,35112.00,2010
,GEORGIA STATE UNIVERSITY,MICROSOFTC-001,1104516.02,2010
,GEORGIA STATE UNIVERSITY,MIDAMERICA-001,21475.00,2010
,GEORGIA STATE UNIVERSITY,MIDSOUTH-002,16550.00,2010
,GEORGIA STATE UNIVERSITY,MIDTOWNGLA-001,6900.00,2010
,GEORGIA STATE UNIVERSITY,"MILLER,HUG-001",470.00,2010
,GEORGIA STATE UNIVERSITY,MILLIPOREC-002,57.00,2010
,GEORGIA STATE UNIVERSITY,MIRANDAMON-001,479.40,2010
,GEORGIA STATE UNIVERSITY,MITYLITEIN-001,5117.96,2010
,GEORGIA STATE UNIVERSITY,MLLENNIUM-001,10695.01,2010
,GEORGIA STATE UNIVERSITY,MOBILECOMM-001,16585.23,2010
,GEORGIA STATE UNIVERSITY,MODUFORMIN-001,143780.22,2010
,GEORGIA STATE UNIVERSITY,MOLECULARD-001,150168.00,2010
,GEORGIA STATE UNIVERSITY,MONTIERDES-001,4500.00,2010
,GEORGIA STATE UNIVERSITY,"MOORE,JENN-001",58.32,2010
,GEORGIA STATE UNIVERSITY,MOOREMEDIC-002,3859.06,2010
,GEORGIA STATE UNIVERSITY,MOOREWALLA-001,112761.04,2010
,GEORGIA STATE UNIVERSITY,MOPECINC-001,37067.39,2010
,GEORGIA STATE UNIVERSITY,"MORALES,JE-001",10.00,2010
,GEORGIA STATE UNIVERSITY,MOREHOUSE-003,121191.52,2010
,GEORGIA STATE UNIVERSITY,MOREHOUSEC-001,37924.98,2010
,GEORGIA STATE UNIVERSITY,"MORELLI,KI-001",160.00,2010
,GEORGIA STATE UNIVERSITY,"MORRIS,ROB-001",1225.00,2010
,GEORGIA STATE UNIVERSITY,"MORROW,CHE-001",3120.00,2010
,GEORGIA STATE UNIVERSITY,"MORTON,BAZ-001",200.00,2010
,GEORGIA STATE UNIVERSITY,MSAINC-001,1290.26,2010
,GEORGIA STATE UNIVERSITY,"MUKENGE,JE-001",600.00,2010
,GEORGIA STATE UNIVERSITY,"MURPHY,JOH-001",302.00,2010
,GEORGIA STATE UNIVERSITY,MURPHYJOAN-001,14020.00,2010
,GEORGIA STATE UNIVERSITY,MYCUSTOMCA-001,975.00,2010
,GEORGIA STATE UNIVERSITY,"MYERS,CASH-001",2876.06,2010
,GEORGIA STATE UNIVERSITY,"NADRI,GHUL-001",412.00,2010
,GEORGIA STATE UNIVERSITY,NATIONALCO-031,7333.36,2010
,GEORGIA STATE UNIVERSITY,NATIONALOF-001,12695.76,2010
,GEORGIA STATE UNIVERSITY,NATIONALOP-003,23181.76,2010
,GEORGIA STATE UNIVERSITY,NAUGLEBONN-001,13000.00,2010
,GEORGIA STATE UNIVERSITY,NCESINC-002,299.07,2010
,GEORGIA STATE UNIVERSITY,NDEANMEYER-001,43600.01,2010
,GEORGIA STATE UNIVERSITY,"NDIRANGU,M-001",1231.00,2010
,GEORGIA STATE UNIVERSITY,NELSONBUSI-001,1549.80,2010
,GEORGIA STATE UNIVERSITY,NELSONSHER-001,0.01,2010
,GEORGIA STATE UNIVERSITY,NETWORKCAB-002,88078.00,2010
,GEORGIA STATE UNIVERSITY,NETWORKCAB-003,24418.00,2010
,GEORGIA STATE UNIVERSITY,NEWBOLDSUS-001,4000.00,2010
,GEORGIA STATE UNIVERSITY,NEWSOUTHCO-001,3697000.00,2010
,GEORGIA STATE UNIVERSITY,NEXTELCOMM-002,8812.57,2010
,GEORGIA STATE UNIVERSITY,"NICHOLS,WI-001",559.99,2010
,GEORGIA STATE UNIVERSITY,NIKONINSTR-001,11639.40,2010
,GEORGIA STATE UNIVERSITY,NOELLEVITZ-001,6490.00,2010
,GEORGIA STATE UNIVERSITY,NORAXON U.-001,200.00,2010
,GEORGIA STATE UNIVERSITY,NOVASOULTI-001,42696.50,2010
,GEORGIA STATE UNIVERSITY,NOWDOCSINT-001,23600.00,2010
,GEORGIA STATE UNIVERSITY,NRCCUA-001,-123.40,2010
,GEORGIA STATE UNIVERSITY,NUCRAFTFUN-001,15971.40,2010
,GEORGIA STATE UNIVERSITY,NUVOX-001,23404.42,2010
,GEORGIA STATE UNIVERSITY,"O'ROURKE,C-001",0.01,2010
,GEORGIA STATE UNIVERSITY,"O'STEEN,SH-001",477.10,2010
,GEORGIA STATE UNIVERSITY,OCEANSIDEP-001,42625.00,2010
,GEORGIA STATE UNIVERSITY,OCEIMAGIST-001,948.00,2010
,GEORGIA STATE UNIVERSITY,OFFICEIMAG-002,16650.00,2010
,GEORGIA STATE UNIVERSITY,OFFICEINTE-003,7654.84,2010
,GEORGIA STATE UNIVERSITY,OFSBRANDSI-001,18243.49,2010
,GEORGIA STATE UNIVERSITY,"OGLETREE,S-001",2318.10,2010
,GEORGIA STATE UNIVERSITY,"OGUNTOYE,A-001",1179.40,2010
,GEORGIA STATE UNIVERSITY,"OHMER,MARY-001",4.50,2010
,GEORGIA STATE UNIVERSITY,"OLUTOSIN,N-001",427.67,2010
,GEORGIA STATE UNIVERSITY,ONEPARKBOU-001,1570.14,2010
,GEORGIA STATE UNIVERSITY,ORACLECORP-001,3000.00,2010
,GEORGIA STATE UNIVERSITY,ORACLEUSAI-001,59848.77,2010
,GEORGIA STATE UNIVERSITY,ORTJOANN-002,11032.93,2010
,GEORGIA STATE UNIVERSITY,OVERHEADDO-001,60924.49,2010
,GEORGIA STATE UNIVERSITY,PAIDIPALLI-001,1337.25,2010
,GEORGIA STATE UNIVERSITY,PAPAVASILI-001,390.00,2010
,GEORGIA STATE UNIVERSITY,"PARASKA,WI-001",419.01,2010
,GEORGIA STATE UNIVERSITY,"PARKER,KEL-001",1359.50,2010
,GEORGIA STATE UNIVERSITY,"PARRISH,AU-001",615.05,2010
,GEORGIA STATE UNIVERSITY,"PARRISH,CO-001",1610.00,2010
,GEORGIA STATE UNIVERSITY,PARTHASARA-001,1140.00,2010
,GEORGIA STATE UNIVERSITY,PATTERSONM-006,8120.00,2010
,GEORGIA STATE UNIVERSITY,"PAYE,YARKA-001",184.00,2010
,GEORGIA STATE UNIVERSITY,PBCC-001,7361.04,2010
,GEORGIA STATE UNIVERSITY,PEACHSTATE-010,43400.00,2010
,GEORGIA STATE UNIVERSITY,PEARSONEDU-002,11185.44,2010
,GEORGIA STATE UNIVERSITY,PECOREJOHN-002,2725.00,2010
,GEORGIA STATE UNIVERSITY,"PERDUE,JUD-001",582.00,2010
,GEORGIA STATE UNIVERSITY,"PERERA,UNI-001",946.62,2010
,GEORGIA STATE UNIVERSITY,"PERILLA,JU-001",4097.12,2010
,GEORGIA STATE UNIVERSITY,PERKINELME-002,81270.00,2010
,GEORGIA STATE UNIVERSITY,"PERKINS,AY-001",709.12,2010
,GEORGIA STATE UNIVERSITY,"PERKINS,MO-001",400.00,2010
,GEORGIA STATE UNIVERSITY,PERMANENCY-001,12898.76,2010
,GEORGIA STATE UNIVERSITY,"PERRY,LAVE-001",158.75,2010
,GEORGIA STATE UNIVERSITY,PETERECAMP-001,13000.00,2010
,GEORGIA STATE UNIVERSITY,"PETWAY,CRY-001",870.01,2010
,GEORGIA STATE UNIVERSITY,"PHAN,JOHNH-001",69.90,2010
,GEORGIA STATE UNIVERSITY,PHILIPILEV-001,4000.00,2010
,GEORGIA STATE UNIVERSITY,PIEDMONTGE-001,20337.00,2010
,GEORGIA STATE UNIVERSITY,PIFFARETTI-001,855.40,2010
,GEORGIA STATE UNIVERSITY,"PITTS,BREN-001",1596.28,2010
,GEORGIA STATE UNIVERSITY,"PLEW,MELIS-001",65.23,2010
,GEORGIA STATE UNIVERSITY,PLUMBINGDI-001,26314.79,2010
,GEORGIA STATE UNIVERSITY,POCKETNURE-001,423.62,2010
,GEORGIA STATE UNIVERSITY,POLICYPRAC-001,6175.00,2010
,GEORGIA STATE UNIVERSITY,"POPE,NANCY-001",400.00,2010
,GEORGIA STATE UNIVERSITY,POSITIVEIM-001,12469.42,2010
,GEORGIA STATE UNIVERSITY,"POTREKUS,G-001",10.00,2010
,GEORGIA STATE UNIVERSITY,"POWERS,HAR-001",1181.94,2010
,GEORGIA STATE UNIVERSITY,PREMIERELE-002,863457.79,2010
,GEORGIA STATE UNIVERSITY,PRESLEYINC-002,149030.54,2010
,GEORGIA STATE UNIVERSITY,"PRIGGE,GEO-001",180.00,2010
,GEORGIA STATE UNIVERSITY,PRO-ED-001,1465.20,2010
,GEORGIA STATE UNIVERSITY,PRODUCTSUN-001,12648.71,2010
,GEORGIA STATE UNIVERSITY,PROFESSION-029,4436.00,2010
,GEORGIA STATE UNIVERSITY,PROQUESTCS-002,10770.00,2010
,GEORGIA STATE UNIVERSITY,PROSPECTUS-001,84000.00,2010
,GEORGIA STATE UNIVERSITY,PROSYSINFO-001,26572.00,2010
,GEORGIA STATE UNIVERSITY,PROSYSINFO-002,14975.00,2010
,GEORGIA STATE UNIVERSITY,PSSWORLDME-001,60762.00,2010
,GEORGIA STATE UNIVERSITY,PSYCHOLOGI-003,1554.12,2010
,GEORGIA STATE UNIVERSITY,PSYCHOLOGY-001,1825.00,2010
,GEORGIA STATE UNIVERSITY,PUBLICBROA-002,30000.00,2010
,GEORGIA STATE UNIVERSITY,"PUEBLO,TAQ-002",501.40,2010
,GEORGIA STATE UNIVERSITY,PURDIGITAL-001,31687.43,2010
,GEORGIA STATE UNIVERSITY,QASUPORTSE-001,14352.00,2010
,GEORGIA STATE UNIVERSITY,QTCONTRACT-001,60630.00,2010
,GEORGIA STATE UNIVERSITY,QUALYSINC-001,42990.00,2010
,GEORGIA STATE UNIVERSITY,"RAMIREZ,ST-001",4527.26,2010
,GEORGIA STATE UNIVERSITY,RANKINBIOM-001,4850.00,2010
,GEORGIA STATE UNIVERSITY,"RASSEL,PET-001",199.20,2010
,GEORGIA STATE UNIVERSITY,RAYDEOENTE-001,10932.61,2010
,GEORGIA STATE UNIVERSITY,RAYHILL&AS-001,1895.00,2010
,GEORGIA STATE UNIVERSITY,REALTYTRAC-001,8000.00,2010
,GEORGIA STATE UNIVERSITY,REALVIEWTV-001,50191.00,2010
,GEORGIA STATE UNIVERSITY,"REDDING,JA-003",477.10,2010
,GEORGIA STATE UNIVERSITY,"REDDING,JA-004",477.10,2010
,GEORGIA STATE UNIVERSITY,"REID,LYNET-001",200.00,2010
,GEORGIA STATE UNIVERSITY,"REID,MICHE-001",7.78,2010
,GEORGIA STATE UNIVERSITY,"REITZES,DO-001",250.00,2010
,GEORGIA STATE UNIVERSITY,RELIZONCOM-001,108360.75,2010
,GEORGIA STATE UNIVERSITY,RESEARCHFO-001,28147.04,2010
,GEORGIA STATE UNIVERSITY,RESIDENCEI-003,4545.82,2010
,GEORGIA STATE UNIVERSITY,RESONANCEM-001,6750.00,2010
,GEORGIA STATE UNIVERSITY,"RHODES,KAT-002",266.25,2010
,GEORGIA STATE UNIVERSITY,RICHARDSON-223,725.00,2010
,GEORGIA STATE UNIVERSITY,RICOHAMERI-001,19220.27,2010
,GEORGIA STATE UNIVERSITY,"RIZZO,REBE-001",490.01,2010
,GEORGIA STATE UNIVERSITY,"ROACH,ANDR-001",1269.10,2010
,GEORGIA STATE UNIVERSITY,"ROBEY,DANI-001",627.40,2010
,GEORGIA STATE UNIVERSITY,"ROBIN,DANI-001",267.70,2010
,GEORGIA STATE UNIVERSITY,"ROBINSON,B-030",754.21,2010
,GEORGIA STATE UNIVERSITY,"ROBINSON,K-003",2694.74,2010
,GEORGIA STATE UNIVERSITY,"ROBINSON,M-033",380.01,2010
,GEORGIA STATE UNIVERSITY,ROCHETJEAN-001,12500.01,2010
,GEORGIA STATE UNIVERSITY,RODENJOHN-002,3780.26,2010
,GEORGIA STATE UNIVERSITY,"ROGERS,ANN-001",3779.70,2010
,GEORGIA STATE UNIVERSITY,ROGERSDORI-001,3246.00,2010
,GEORGIA STATE UNIVERSITY,"ROMSKI,MAR-001",1402.88,2010
,GEORGIA STATE UNIVERSITY,ROSSERINTE-001,57150.00,2010
,GEORGIA STATE UNIVERSITY,ROTHENBERG-001,266.00,2010
,GEORGIA STATE UNIVERSITY,"ROUDANE,MA-001",1219.40,2010
,GEORGIA STATE UNIVERSITY,"RUEL,ERINE-001",368.00,2010
,GEORGIA STATE UNIVERSITY,RUFFALOCOD-003,9000.00,2010
,GEORGIA STATE UNIVERSITY,RULEJOYTRA-001,420000.00,2010
,GEORGIA STATE UNIVERSITY,"RUSINA,ANA-001",1455.00,2010
